Image Title,Source Id,Target Id
inactive-mcs-schematic,64435bef-2c9b-474b-ba88-4b336f2c50fa,9db54713-ae06-4931-b51b-c96b12e147bb
grey-slant,d83e8a94-ff6f-48ad-aad4-4b57751ab838,04b4a4e0-01cc-437c-9fb7-93f20fdddaba
medical-solutions-banner,5bf55aff-df52-4dc2-b31a-4c0f29574837,ac3027dc-7e15-41d4-872f-ff510301a9e7
red-angle-half,fd73c178-5f2e-4a27-a92e-4c21376b4b1e,b023e2ed-1516-45c2-8265-e4274692c02a
grey-a-m,02c7d110-25d1-48ca-a7b9-4c6552cbe853,20ba2a2a-ced5-4acb-a2c3-8aee35650f75
exam-room-promo-244,fad77ef6-9035-4103-90f1-4c72824271d5,ba961e51-afd7-4060-ba8e-b18540e51c39
HFM logo,e893c80b-c450-47bb-a171-4c9052457dc8,347ac12f-6998-4a77-bc3f-2e2a349fbcfc
triage-nook,d8497156-a09c-471d-9a1c-4c9a44deb649,bd67a8e1-aa96-4333-a8a1-0cde1258e971
ad-728x90,596848ca-6fc1-417d-b0ba-4cb0f89ab3ef,c4f83f65-7c97-44b0-913d-fa8cfb84a9e8
bp-infographic,9350bb2f-39c6-4554-ad2c-4d581484cd36,fb131ce6-d8ee-4714-8061-ec95c78b1759
inactive-mcs-workflow,1f71f5f7-b300-4601-8fcd-4d7be0dc60c6,72ff9d22-bb54-45c6-af68-a3aa2a3b9c0b
diagnostic-instruments-mobile-hd,2967fcd8-34e4-491c-a888-4dc43d5f1e20,30102095-4a54-4550-9275-7f9a2036cc97
mpc-p3,44672dce-06af-4679-b94a-4dee7320c098,a6f4d1d9-467a-4c42-bc7b-21598309f4ce
medical-banner-1-mobile,4c55f0e7-8cd0-4f11-b46b-4e19dc6e19a7,e9f3fe27-8354-45ab-a363-89c563a92666
38 percent,2c1e498d-5734-4d84-9768-4e2f5abb0937,5ce0f5ce-d885-4a65-81f6-2532b2835206
workflow-optimization,7e713d85-eecb-49dc-9ad7-4e35f28bc767,3268c85a-4115-41ca-827e-1d392f234323
better-bp-background-img,5666daa5-fa2f-4b12-b06d-4e3984ddbb35,4a0e7a9a-edcc-4bf7-bc96-f71444816c90
product-banner-2,d33a508f-bd16-4d38-8364-4e3b327d50e9,9cf49a3d-bdd8-4906-ae7f-a2968b69ba80
procedures-promo-button-hover-chair,8254c139-0342-4c33-8ee4-4e48383ef49b,33790d54-f47d-4576-91ce-385fb875251d
esa graph,cae5ede3-f172-4aa9-8115-4e5c8342ec29,9d6ea0f1-20a0-49d2-bd07-0aa6abde090a
halo-beta-400-led-sm-block,d997a8a0-6c98-47be-923f-4e8eede07acf,7cbf0441-035a-4abe-bf51-0545ab0b2fe3
6215-003,25838b10-dfbd-4877-a69d-4ea827364db7,51fa2d70-9c7c-4797-a6bd-76a18cbbc2eb
Corian Willow,6e8a0138-58cf-4526-a469-4ed2002c40bc,5e6e2a0e-9c44-4a6b-b2a7-b1857ac0e647
SmokyTopaz,4c74230a-f874-4072-bc45-4f0cda7651a9,a80b0a32-8f3c-4ea8-bb32-d2bd7f743130
continuous-care-exam-room-workflow,140187be-8a03-4eb6-8e6e-4ff776cc8863,9d5a1878-8390-4e73-9df9-8efd1b40e411
bonus-offer-btn,b22f24c3-6166-4d11-b0f4-50212f5a5e91,9caa6e1b-cb79-4c20-9a74-c08cc9c57838
Medical Product Category Banners - BF,96120fdb-15c6-4809-96e9-502c7b72711f,d1c8c0c5-e784-468d-ba73-8502a2084d80
procedures-promo-button-hover-light,8019fdcc-0402-47a7-af32-503278bf50ba,cbf77a19-d2c9-49f9-844d-eda1f635c0f1
offer-1,c011075d-f9ce-493f-b354-5086ece66acf,8a4246ae-9555-436a-a447-35e7c60b73b4
zone-7,83082d2e-f5e3-4755-8b5f-5087fb885b1a,8134ffdf-09ca-4700-bd93-022aef6a1a80
landing-page-iqvitals-angle,72d64efc-c7f4-4f26-92c6-509f6281fb94,b20abc0a-5fd5-4cf2-8078-14d947527b04
641,d4067909-2e74-4a7f-a450-50ad9dbc6446,c1443c3c-a2c1-462c-9a08-90cea7d7b753
save-now-white-paper-download,07d6571b-08ee-4c17-b20d-50b8f64e586a,1466e7a2-b97e-4675-ba83-23f19b80e143
active-mcs-rtls,53bfdd75-70db-47e2-96a9-50ca68dc831a,cedd9258-414c-4890-8da6-14d570d962ba
vitals-triage-watch,b0a1f516-60e5-4a2b-9cbe-50f9c954c59c,6b7bb9c2-94aa-4339-8990-91754952f9a3
rtls-icon-slide-badge,4797cbe8-db58-45b3-9570-5105b64179cd,7b081dde-6a75-4602-99e5-463333754138
Dual Access_Consultation-zone,30a6e229-8022-4db8-afa4-512894e6aaa5,fb967cb0-277f-41a0-b57e-29a3dfb1578b
product-category-banner,82c8a2e5-3019-4998-92a0-514e3822f312,c1fb5573-8f99-4c73-887d-1346ced25430
SynthesisCab_DeliveryServices_v7,bd0b2368-1bfb-4111-a5fc-515220d6078b,4b89ec75-b9ab-44cd-bdbe-89f66b3068e2
better-bp-mcs,f2eb585b-34cd-4063-be5a-515c108dd2af,2b003618-2c81-406d-ba5e-0e7bd2aba1cd
COPD-Screening-in-Primary-Care,14a49cdc-8f86-49bf-8373-515e488c80e4,31869069-723e-49c3-8aee-1d0e866ea2da
spiro_main-header,bb3ce4ea-9aec-434b-b82b-5169cc392b92,484c2ee0-22a8-44cc-830c-784db0c24003
iqscale-slide-2-3,0d3a3ba8-5760-4d00-81f1-518d6e018518,4ba25aa1-1106-4ff4-90df-deff323178da
digital-vital-signs-device-mobile,45b7c9fb-4bbb-43c6-afc8-5198fbee555d,c43f2945-e94d-43fb-bb8f-40aee6bfc384
vitals-traditional-vitals,bc6264a5-eae8-43f5-b0b6-51c0475116ea,74a126a5-8299-4795-be46-13a8c9707726
story-level-2-3,dcc47073-3557-401c-b959-51e72e6c7ad1,6886650d-226f-4f75-8b1e-d69bca0e3730
simple-spirometry-can-improve-life,5bdf8524-fce4-4508-890e-51f73bc01393,78abfea4-0791-4b5d-806d-a53d6b12ca49
Triage Vital Signs,ca1fa12d-e5d4-4fa4-b2ad-521f6683a79c,e6d704cd-24da-4c0a-ac24-de8700e914b1
6215-kidney-img2,f8972a10-a4ce-47b0-b411-52360cbdc59e,4492bfb8-87a1-4dbd-beb3-3a5b1921adc3
in-office-surgery-procedures-room-1,5f23be92-9a75-4e45-98aa-5257835439bb,a026a7c4-c29e-4914-9601-07a304a7ef72
vistacool-single-stand,01498943-d26f-402b-aed3-52b270e52fee,9e5e2570-fbb8-4bbb-bdb2-a908e226a569
224-mobile,4cbd82f6-fe3d-43ec-88a5-52c4dc46ef16,a36998af-158b-41a3-a6c0-74eba4e99fc0
workflow-optimization,aae78e71-a8aa-475e-b41d-5320759ad8fd,ca0aca16-842f-4b9a-a3ea-74abb2180d4d
MM98-Isometric_Office-Layout_R05_20180531_update,1a662be8-ff0a-4a5d-ae42-5333746780bf,72623719-2678-4480-9ecd-9c457c2bd0ba
procedure-cart-category-header-v3,3691f92d-6427-440c-9cf0-536a94e57dea,7b24d516-f685-4f79-94fe-660ab7e394a8
vital-signs-inactive,e07196cc-65c6-460c-bd7c-536ca950256e,303cd08e-e381-40c4-b907-a8f1de5042ac
Plastic-Pg-2,c8a90687-ccf4-4d77-955b-53ad21440e46,c4c4aa2e-e1a9-46c8-b26c-16e50b84351f
using-rtls-to-maximize-patient-access-book,1fdf5a9d-aefe-4d2a-808c-53ae1eaa06c2,cfdf1745-a4be-44f7-9c97-2365b3f4e2b2
vitals-basic-watch,185032ea-2916-4e99-adcc-53b881b7bb07,89d58af3-a34c-4e33-a347-301f3a4f5475
landing-page-iqvitals-angle-3,c05fc963-723a-45cc-9baa-53f6b853a96b,e0e46764-aa58-4e34-beed-d71c080702a2
6211,0bce58f7-6b85-48e7-aa99-541578384394,5c6a90ea-e360-4f2b-a2a2-eb7c77ccd8de
black-slant,ab0156e3-5122-4d8c-b1aa-54d4a2bcdf15,4fc36b79-0b08-4811-843a-2de19e8f6ca4
midmark-medical-workflows,16c22185-6523-4526-bee5-54d8462be77b,8590e556-9970-40c1-9a11-a36380d80b69
630-2020-3,10a464cd-5841-46da-a562-54d91534dcc9,48fdc90c-368d-41f2-89d4-f7310a257c1f
speaker-icon,906b6de8-3eb0-46fa-848b-54db2fedd176,c4fa2dc7-01b3-47c1-944f-c564a72e7019
IQvitals-Zone-Wireless-USB-Dongle_3-200-0012,d6e17826-aba0-4b50-9ab4-54e4a0c6938f,4c0ad5ed-9d1e-4b12-a254-039ec5028ab6
How-Better-Blood-Pressure-Measurement-Can-Improve-Lives,5e6305bd-1ac7-4126-b206-54f99729deaf,0b5a7e1a-0a03-41cc-9145-2248abb6021f
cabinetry-button-procedures-promo-1,e499572f-46c5-445b-8751-54feca2c044d,cd223939-7f8b-4c78-ac34-b7ab6500e28f
255-m-switch,9b1f595d-198b-4867-b1d0-55094fbccb48,a5337a53-aa48-4819-b45d-26d43db858f4
Design Center Graphic One,33fabdcc-024c-440e-9c15-55315ae76f85,b6861917-78ed-4eab-893c-9bc1485bef12
641-18,cc66b5a8-17f5-47f3-a428-554e0e296936,9ec29c0a-0e55-4039-985c-3b44282c2795
vitals-connected-watch,6a1e80cb-582c-49f1-94f8-5563e0fa7195,473e72a2-ae1d-4c50-8b56-ea5591d7f0a4
continuous-care-workflow,c09f7979-b244-47e3-8cac-5596c052b515,995ef623-3ea2-44da-96c9-81277d625b00
patient-staff-safety-solutions-detail-header,83f6e448-a0ea-4e6e-8863-55b53d6b6969,99888d4f-38e9-4434-871a-52d319bfc833
Sensory_Network,500dd003-68e2-4e97-9a53-55c8772de544,db9f23e0-d180-4157-b15a-f1bd80d4670c
betterbp-mcs,6b42a1aa-294a-4e9e-861d-55d1578e5fdb,5ec61ca5-0ea3-4bb7-8601-5242981f9125
Workstations-banner,3af21b92-c2a6-460f-b397-55de5a02d952,b5ced031-d666-40c5-bd14-1930eccfa541
public-private-zones,88b649ff-fc7c-4b5c-9544-55e6ca8ad62a,20b52138-39a6-4ab3-8459-f90ccb3065b7
midmark-k180590259af148b60ddbf99ff000050ed76,6dcca3d1-c806-4546-a65e-55eda4dfc64a,5e460c02-d61e-416e-8176-bce03d63f71e
SynthesisCab_DeliveryServices_v6,d896299b-728d-431b-9397-560081293954,9a821439-1e7e-4efd-aaa8-5a19309cf38f
279-switch,e04ec58b-96bb-4268-82b0-5629dcc2edc1,ad9ff456-5123-435f-ab0d-74251a788032
mark-of-care-tm,03077ec0-5272-4def-bbaa-567fecdc2620,38696c53-97c8-48f8-b3f3-360806ed630b
more-than-workflow-v2,c7ff0821-1dee-4c02-b621-56b9a4122a4f,e99c5789-f0ff-4eb5-aa69-1c6e1eb80cc0
Medical-Product-Category-Banners-mobile---Diagnostic-Instruments,d705371d-294b-465b-8e89-56cf44119b06,e269b837-890c-4ee9-be15-2d0cfbe59055
oto-optho-mobile,1395b88a-bee3-4990-98c3-56eae5a4a9d7,51ff5223-7b3e-4f96-b35d-bde02982ba93
"D8, SD08, OD08 3 Hole Glove Towel & Cup",b645ac8e-a618-40cd-90dc-56f67ecc58fa,4b7f6c66-143b-432e-852c-5e9451c37f1f
header-bottom-exam-promo,3e09a7ef-132c-455f-b07d-56f96319f3e4,4475de31-bd4c-4cae-bd1b-34fa0bfa9d8e
6214-workstation,fabb645e-10cb-4478-8be0-56faf6d3abda,e8a068f8-4eaf-405f-bd63-a3e44d624b5d
procedures-promo-light-button,dc51f10c-738f-4131-b050-570dd5fa6bd7,ab5534eb-3a25-4cec-9dc0-983d96a5abce
exam-traditional,f08df10a-66e2-4067-a92c-5750ac317319,d8fe316c-e910-4de3-ad07-488716761f83
Heine_otoscope_2,7ae79496-a1b4-4129-9d5f-579bc13b7212,8c3410fa-c07f-4a55-bbee-f7b853d048c8
telehealth-blog,3b6f7a73-78a0-4eca-ace8-57cc8f4ead02,2451a0dd-818e-420a-8e9e-128d357ffde7
W1 Waste Can,529da074-eff6-42d7-aee8-57e328eee3f0,ff2fbacc-5398-42f2-960a-784f05030930
Mobile image_smallOpt B2-final,149cadc6-e169-4a43-aa1c-57f4c2b1d889,950bdf5e-ab4e-4e4a-82c7-cc058d7a07c0
hcd-whitepaper,8a2545ed-ce86-45d8-9931-5807288e0a1f,b4c87f25-19a0-42ea-8f45-b5f0b3d41004
customer-service-icon-active,b11860e6-a2a0-4e1a-b305-580ad22db2d1,2c2b2fa6-859e-491d-bd55-0877e6084306
Instrument-Processing-Matters,d66a15cf-23aa-42f9-b01a-581df196f2b9,ef9e67a3-c34b-4aca-8829-5de6bb79a61d
psqh,63998d54-2b2b-4225-a7d7-583baf3e0ba5,338c06a4-8f86-4929-b1ac-c30a219f99ac
MD-DI,28b4065d-a33f-49da-97c9-5849028b3a9e,1ca1d296-328c-4757-b0e9-f4b621d4a2d7
iqvitals-zone-feature-banner-1,0b370373-b274-40d4-bd65-584bdef87b74,7cd2a2f7-b2ee-47a1-950d-499e447f4293
better-bp-infographic,3e81b2ac-98a9-4d27-957a-5861d7c3a001,8aaaec15-6640-4439-ace1-55fbe97ac006
better-patients-better-care-infographic-rebrand,14616ab1-6392-4317-bd9f-589a353435ee,e0d5b438-634a-4b3d-8cd0-3d53c6690c37
2020-Small-Banner-600x600,b107d0ae-b151-4474-96ee-58abfa551115,09a57d41-7b5c-424f-89bd-d2316bd1d166
Brooklyn_Health_Center_750px,51892ac7-57c6-4613-aa43-58b6c0db40fe,ebcbcb2c-92f4-4324-8c90-fc5fc33e1d55
_0002_thumbnail-dermatology-enhanced-ergonomics,c953203f-c601-4cca-88ea-58d4586f0a61,b75c3826-eb79-468a-a504-3b092420a229
acute-workflow-solutions,a335c03f-cf12-4f7b-a7f2-592183ce9291,fbf5f955-f9fa-4b6d-9df0-39b72ff9f040
blue-angle,9e19e895-92ea-4320-9538-59720b131643,bfe5dc0d-c354-4017-afb7-9e2ab7259c25
medical-banner-1-mobile-1,4338a589-ce31-4bee-bdb1-597b6566ee4b,16fc84a7-c67d-4d93-8254-e63687d98d2f
trade-shows-hero,6ebb75d8-3817-4c36-9146-59b3a6f3ed58,a9230da7-7714-4561-8678-10dc8377af6d
282-web-banner,c9aeca05-c703-432c-995c-59f8aff40e69,c1ebe0c5-469f-4e82-b122-3c9de85a839f
CareAware_Validated_seal,aaa4057d-85d5-4772-a872-5a20c0f7de1b,ccdda601-f673-42a4-84ee-4a8d70c90d66
_0002_thumbnail-triage-nook-vitals,c3808681-c77a-4dd0-9aeb-5a8f12d5d2da,514b8701-71af-4abd-aa68-fbf87403f8d4
_0005_thumbnail-in-office-procedures-procedure-centered,14dc2e43-535a-498a-a784-5ace8650860a,be23ce7d-cc5e-4361-addb-07e441682967
225-image-rebate,330edfc8-aa92-41f4-8549-5aeb60cfb5dc,bda78d3b-4362-4753-98bc-b65050813656
pdc-ashe-2019-header,d5a47862-37f4-426c-80db-5b06fae2d1ba,b8ea0235-49ea-44b0-bed3-b9296696de14
better-vital-signs-2,0bc0ea99-1b5d-4d9e-8714-5b0cdb36ca21,b25de13a-b9bc-4352-a14e-0f468add9d53
Catch-22_Hoarding_960px,94e3e97a-34fd-4bf0-a8e3-5b7e3d8f334a,de530523-5369-4e86-9e7f-e26b1ea1a1a5
exam-workflows-doctor-pageheader,4e2b6f97-0bb2-4e9b-805b-5bbd2f8afbed,3c60d9c8-b40e-4b5f-8ee0-84cc2fae7cab
barrier-free,4b69cdf9-024e-41bf-b8cf-5be5da538dc9,7937be23-d4d3-4295-9857-0406744a95e6
hl-webinar-thumb,afec3660-0d65-4183-b2f8-5bec546f5646,456cc833-c0c5-4ff1-905b-4588a5b16fd2
specialty-dispenser-9-1,892e6fd7-edde-4f7a-9232-5c006f60216a,f6787cff-20ae-4b00-acfe-00b7b9395439
RTLS-Cloud-Asset-press,882cb9ee-5357-440a-a836-5c22c6d9a106,694eb3d4-cfee-423b-9f20-d960938b98e5
641,3c3d83d9-ef0e-4fce-83c1-5c44553940a1,5de0708f-1c6b-4431-8bf7-fe7548cd9dd5
story-level-2,be4e7054-cf3a-4201-bdd1-5cd5ad6d75bb,fce28008-bed6-4277-926d-b5b1a33a5047
2020-Small-Banner-600x600,65872987-68a4-4809-8adb-5d084542c1a8,bef19397-d63f-4989-914a-f49e2a1b22b6
story-level-2-3,79cfccbe-5640-424d-baf5-5d204e277ab8,1dbdb0ae-008d-4dcf-8193-0cba33cdd778
new-workstations-header-1,2247781d-1973-492c-a919-5d2681ae4bc3,eb2ffb86-a34f-438d-b94b-f39393b15222
Derm-Workflow-2,47973f20-7cf1-4111-82dd-5d39738b9d93,84177d7d-ff39-4b06-acc5-a266fa01ed28
mcs-vital-signs-traditional-2,b0bdfce6-a9fd-48e1-9402-5d3e261f6090,7384a02e-67de-4670-b4ba-ab0b3e0261dd
630-security-side-pannel,edc8eaf2-c71c-40b4-8aa8-5d71cf4e9616,edb7030e-fd09-4c40-bec6-23b4ed08a2ae
iqvitals-zone-cart-sub-1,5fc69baa-f9d7-40f5-a2dc-5da6254d6fc5,07a4eb26-3419-4174-897f-1dcb43104a8d
DERM pg 2,54b5a5d0-f4a4-4bbe-9667-5e587ef328a6,22d81748-6bed-4b54-8eb3-12a740356c7a
see-video,65e5d57a-4f54-434a-abe6-5e711863f7cf,02250448-7c0f-4f6f-bf11-973fa6b49448
IQvitals-Zone-Support-Tray-12-3-200-0009,2f67b290-5fe4-4908-90c8-5e85542429af,d76a297e-ff8a-4a68-92cb-88baf31c5205
DuPont Corian Domino Terrazzo,16744845-faeb-4616-8b8f-5edae85d898c,01087dc7-aa7d-44be-9c09-613a18398dc4
646,9de3c9f0-958b-4019-bc09-5ef6c32eb14a,d0ef74eb-f4f2-4abe-9284-4e0dfc7d2d27
creating-a-space-that-enhances,3a8d703e-ae85-4d86-aa17-5f12dc98d593,d42a5b65-ba66-49bf-ba59-b29dde105fb1
mckinley-point-4,d6ca0119-1b27-4abe-8325-5f1bead55308,fd1ba07a-dfe6-44d0-b641-437d51fc00af
workflow-optimization-hd-2,834f6e39-0ac8-4027-9864-5f3f59fc9bfb,0b37c5b4-220b-4335-b61c-fec809d62c6e
dvsd,38073a93-faf1-4041-a639-5f6d24158d49,e03b92b2-dff2-4bb6-8ec3-386f4bd1c544
2021-procedure-program-mobile,abbaf961-15c3-4359-b9f7-5f8e4fd3a69e,edc4241c-9851-4f02-8681-312e58708e40
dual-access-mcs,ab7577e3-62a8-4f1c-bdd1-5f93ba222200,1ef6b74f-b4ee-4137-8238-26324bfba8fc
infographic,c641a22e-60d1-44ca-b4bc-5f9939b64817,7cf58c58-f42f-4074-a648-7317e83f6f3d
time-savings-feature-icon,a130fe34-ff1c-44de-a4ed-5f9f644d7eef,435c5335-30e1-48ed-a6f7-3e306af089a6
medical-solutions,4460b1b6-4865-43db-9f89-5fb84b099bca,628405c2-5d53-4b65-a0c2-2bff6ccfd785
225-ep,a10e761d-22a2-46aa-a07e-5fc495f44114,dd5ce881-9209-45b8-aacf-ea56579a2407
iqscale-slide-1-2,20cab3c9-7253-449f-8f68-5fd25a393c08,b287dfe1-1197-43ad-bea9-7294879570ab
Design Center Graphic Two,bac6b24f-1bcf-4a48-b957-5fdf4b9824e9,949e4e17-ed77-4ad7-9389-d3f78461b180
triage-nook-vital-signs-workflow,4b681143-dfb1-47f2-8448-5fe82b903fe6,3eede065-84f0-445b-aeb0-5f47ba32cafb
Medical Product Category Banners - Casework,bd572458-b61d-4510-a4b1-5ff46a8b3c75,a0352518-9a31-494f-8ce4-d1610ead61e1
design-center-icon-inactive,e128fd82-3d42-4038-b2af-600c60b008c3,946f400f-0966-40e6-9f8b-0b2ba7edd033
dual-access,0ce7380d-0e0c-449e-accd-600f37400b59,f02c51c7-03ea-4818-ab20-91eda84fbf0a
midmark-clinical-solutions-header,19f0855a-1383-4ca7-a2b7-604c53c44212,33a5f1c7-b8d6-428e-a3e7-da0e4ec5d307
thumbnail-_0004_podiatry-public-private,473a6fa9-5d73-4b11-a505-604f8da2421e,924d175d-ac7f-4dce-a962-d72ef6541f1d
obsidian,30b2bf78-2da8-43e9-8368-6073e975842c,2391484d-245c-49f2-98b7-41459141fbe3
Traditional Vital Signs,c87f7162-c54d-48f3-89ca-608ceeedc56b,a0033892-5177-4ef8-b9b6-e3d388960d7c
rodney-haas-red-header-himss19,9b560adc-d2f2-40fc-97fe-6091a58912d4,75880a3f-cd10-4da1-b977-70d86acbe6e1
support-arm-rails,9dee7774-6938-4769-a1e4-60afe746872b,01fc5353-d6a7-4b26-ad5f-caa8c6631cf5
vital_signs-mobile,09aba47f-ff5e-436a-b022-60da4a168de1,4cc2b860-f9bc-4d1c-a254-2ca937884543
Basic InRoom Vitals,d2738ed2-62d5-4e66-95e7-60e7f06c4adf,cc699277-c8a8-4e5e-ace0-569af8082bff
apple-jagged,a573ba16-8cad-4948-b1b5-60f08a33690c,6ec20c79-8984-4013-b8a3-9562c4fe323c
e3-exam-room-package,907b210e-732c-4563-bc1b-611954ceedbb,c902b9bf-e609-4be3-a0cc-a63067bc9cac
mgma-webinar,7b168a41-d47f-4b0f-acaf-613fae0e94f5,fd090592-225b-455e-b61f-6613413b9e8e
dedicated-zones-supply-proximity-1,83a0d7d9-3ade-44c1-a04a-6177ae9ebb64,6bba2222-a77a-4458-b807-3660bde3262c
patient-staff-safety-active,88575ef4-9564-4170-832d-6187fdb9778b,ce8c369c-8de8-4470-8f99-5167e55ebaa5
CareAware_Validated_seal_250,e6c90706-e68c-4bb1-9d1f-618ecbb885a1,d6718443-6d93-4654-ac12-f5af740e8d18
Polished Concrete,a7ed1aa2-36b8-4b2f-93de-61a3d199013d,cb4ee8a9-fae4-4921-9fd7-48d872b55167
storm,80b552e2-6772-4da8-ae33-61d934d2e0e4,c00cb1b0-fa36-4069-9c33-4b3082f1fd24
caster-base,78ebd171-fa2e-41dc-88f0-61f2e5038a67,7508a0be-abd2-40ae-bd17-28d5f22b99b0
P3 Procedure Cart 2 Dawer,1f7b36be-9c2a-4c34-b86a-621c320a17b5,b5b742f9-fe5b-4259-b84e-30326bfb8888
spiro-release,bad0b088-02cf-4678-8608-623c46340573,0a893cc0-97b3-43b5-8902-ab590b1907fa
bokeh-kid-final-sm3,38ff8ad4-f587-4a9e-9427-626a7c326dd8,92962957-46d8-4d63-98e5-727f6bbc98be
dvsd-mobile,28ef4208-25f1-4094-89f7-628dd4561a06,ea6a0cd7-4e10-48e4-86fb-5657a8a22d94
thumbnail-_0001_dual-access-consult-zone,1f309228-f81d-4391-a2e6-629cb8f79358,d5e92c18-1135-4bd6-aa4c-c0539d78e34f
630-2020-2,e18aadfc-9c7e-47a9-92a3-62abe76b4dd1,04297177-da2d-43c5-b434-0e781ed79a04
exam-room-promo,d9ace0ad-51a2-4db4-b05c-62fe0c7b4cab,a3be352d-9484-4b1a-8a2d-20d333d77540
mcs-vitals-connected-in-room,a6b42588-f6d2-4be9-bfe1-62fec538b0a3,ce1d8f51-053c-4f78-9baf-23f46b5babfe
capture-a-better-bp,17bcfffc-7692-47e0-9db8-633f95be9508,a1f3093f-b487-49b3-b905-c3b0191d76fa
m9_mid_hand_tool,7f38e8b1-a4fb-4d3e-89d5-634d1c8e3234,bde31d9e-b260-44c1-8614-29a25618e17e
Wall Hung Base Cabinets (1),b218d3e1-5889-42ce-b7ce-636cc3d9affb,41c82e6d-ee9d-4adc-ab11-e85cf551f25d
L1 Linen Cart (1),5418d1f3-b962-4604-9e90-636e316277fa,18e3c995-0459-4d0d-846f-5c37c1141d33
How-to-Eliminate-an-EAE-book,ff5c70fd-dfba-47f6-befc-637097ba503c,e5968072-35bb-4ad8-ae3d-3ed4be672939
Point of Care Ecosystem Ergonomics Checklist,83173b37-91e2-4738-8fa2-6390572b7b3c,843f68c8-0f45-45e9-86fa-b2130a2ae771
3_QuickcleanMidQC1 Left34,fa14784d-417a-4339-9b6d-63bb9fe7347a,cfedd62b-472d-4271-88ca-418da99a4c81
EMR Partner - Mobile Banner,af7502c0-c827-44fc-894d-63c64e9755c6,84ffbc20-ebab-4ef2-9f6a-58deff09bca2
Podiatry-Workflow-PG2,40ab4b7f-21a6-43c3-ba25-63d8a252bed7,faa6988f-f724-490f-b441-ebdb20834165
ip-cat-banner,8488090e-b6cf-4017-8b11-644df61f07e9,7128b526-f9a9-42be-9860-a63fe7231fae
related-product-rtls-badge,20ddb75e-e6e5-47a0-b547-6463fcfb6e9e,67947439-713e-4336-bc4e-4745a950d584
exam-room-design-solution,24894b6b-2179-4528-bdb2-6488e5d97d33,226ff58e-6970-411b-bc2b-04f2512ed066
646-,5be1d44b-2271-429a-a259-649def395cef,0b340b87-8375-4e55-9f98-2a1e86a62b05
product-626-mckinley,479281cd-8a98-4f3a-b5a6-64a4468d5395,23328795-10b3-47fe-925b-3cb303950186
hazelnut,e76f7e95-ce8b-412d-9205-64cc74f12a6a,f54c2561-1369-487b-85be-579080ea65c9
press-release,0347a0dc-fbe2-4096-9ac0-6518b37b481d,fc4a632e-76fa-4eca-a96b-3f7ba3ac6787
kurt-forsthoefel,83e5586c-3e84-486f-ab2d-655f135fd743,6bc2cde6-e478-43e1-84a7-b8e48d266c6e
647-mobile,5bbb3ecd-ddac-446c-a017-656c1fb3ec19,f62ea00d-3bdb-4c97-ab67-5e02034d20af
Trinitas_Case_Study_750px,73fa6254-76ba-4a61-bcd7-6585756337e8,448c6a89-b43d-453f-83d3-17c63df11a55
designign-a-way-forward-post-covid,716f9d49-33e9-46d4-8d89-659aa453aacd,b7ca413b-6a4e-483e-a9a2-368e8c4c3526
in-office-procedure,8be9840a-d4c1-4414-ba8e-65d0cc592bc3,c22d3a62-2684-4e55-9bc5-b7b1236bb989
exam-room-promo-224,7f1f554e-d77d-4864-b9b1-664f414a777c,849a5a38-8122-49d4-92e4-e3bb3a10e2b7
save-now-procedure-room-promo-nav-2020,fe5c7659-51c8-4252-9526-666196d76ac3,96eac834-19e9-466f-986f-a58be3301f8e
Neo Cloud,c65b0454-fee7-4f42-a6ac-6670b879398d,acf36a8f-21f8-4bb3-9ba4-b9f532041ba0
"D7, SD07, OD073 Hole Glove Towel & Cup",dffd05ac-6380-4da3-a084-66c323528f62,218702ee-b62d-4bee-8616-7dde523f55e1
Medical-Product-Category-Banners-mobile---Instrument-Processing,9a2afbe3-545f-43d5-ab36-66ee02b3f048,90878a37-5356-421d-9b04-535439af77c0
the-future,c2f86d25-c960-4a4e-9a38-66f1376f706c,2e5c5bf7-9e40-446b-98dd-8ab0b77fd64b
mobile-treatment-cabinets-4-1,a2c843ac-8bcd-44a8-a0b4-6717f37d2153,b3ffff8b-8672-4177-929b-bf309414ec4e
step-three,2670260c-35ff-48cf-8d7d-675c35cbd5b9,e3533a13-d13c-4b8d-8427-05fc53ad47e4
grey-to-white-angle,92710ee4-16be-4682-8f0c-6768e353fadc,10c841c9-044d-40af-886c-0ae8051da7dd
5,710c3ab9-d616-4bbb-8224-67927173c540,044460bb-b5b9-4ab5-907d-138058abd943
blue-slant,1b152284-875a-4a02-90ed-67b6e4b0df4f,007f4dd4-2584-4416-b1ac-4f83aec043aa
BP blog image,f7ac7d3b-9caa-423d-adae-67bcc3abfecc,89b93b91-32b2-4713-a975-1a266e676392
2020-procedure-promo-chairs-button-1,42a91e8c-a5f4-4802-b5a9-67c5d4772a88,27c34142-8958-4945-abe0-967720749fb9
rtls-safety-solutions,0166c16e-f107-4249-85de-67d28ed62c8b,83d43d57-8e5a-455b-bccc-58495e0c6b6a
ecg_spiro-mobile2,a65cc029-f407-4a3c-ab92-67d2a1effc95,a0ff1bf3-d815-4af6-9c3c-bd7c5ca23673
connected-in-room-vital-signs-workflow,8042ed4d-2605-4693-9395-67e7d5e04656,5170660d-eb8e-4183-af19-6e6c1bdd4b2c
